2024-02-29T12:51:23.982Z	NEW WS	GD001	127.0.0.1:60838
2024-02-29T12:52:55.276Z	NEW WS	WBX332442	127.0.0.1:60903
2024-02-29T13:07:14.575Z	REQ IN	0	127.0.0.1:60903	[2,"95022805-5f3d-43ab-bf4d-cf728df6ca8c","TransactionEvent",{"eventType":"Ended","evse":{"connectorId":1,"id":1},"meterValue":[{"sampledValue":[{"context":"Transaction.End","location":"Inlet","measurand":"Current.Import","phase":"L1","unitOfMeasure":{"unit":"A"},"value":0.0},{"context":"Transaction.End","location":"Inlet","measurand":"Current.Import","phase":"L2","unitOfMeasure":{"unit":"A"},"value":0.0},{"context":"Transaction.End","location":"Inlet","measurand":"Current.Import","phase":"L3","unitOfMeasure":{"unit":"A"},"value":0.0},{"context":"Transaction.End","location":"Outlet","measurand":"Current.Import","unitOfMeasure":{"unit":"A"},"value":0.0},{"context":"Transaction.End","location":"Outlet","measurand":"Current.Offered","unitOfMeasure":{"unit":"A"},"value":0.0},{"context":"Transaction.End","location":"Inlet","measurand":"Energy.Active.Import.Register","unitOfMeasure":{"unit":"Wh"},"value":0.0},{"context":"Transaction.End","location":"Outlet","measurand":"Energy.Active.Import.Register","unitOfMeasure":{"unit":"Wh"},"value":0.0},{"context":"Transaction.End","location":"Inlet","measurand":"Frequency","unitOfMeasure":{"unit":"Hz"},"value":50.0},{"context":"Transaction.End","location":"Outlet","measurand":"Power.Active.Import","unitOfMeasure":{"unit":"W"},"value":0.0},{"context":"Transaction.End","location":"Inlet","measurand":"Power.Factor","value":1.0},{"context":"Transaction.End","location":"Outlet","measurand":"Power.Offered","unitOfMeasure":{"unit":"W"},"value":0.0},{"context":"Transaction.End","location":"EV","measurand":"SoC","unitOfMeasure":{"unit":"Percent"},"value":0.0},{"context":"Transaction.End","location":"Inlet","measurand":"Voltage","phase":"L1","unitOfMeasure":{"unit":"V"},"value":230.0},{"context":"Transaction.End","location":"Inlet","measurand":"Voltage","phase":"L2","unitOfMeasure":{"unit":"V"},"value":230.0},{"context":"Transaction.End","location":"Inlet","measurand":"Voltage","phase":"L3","unitOfMeasure":{"unit":"V"},"value":230.0},{"context":"Transaction.End","location":"Outlet","measurand":"Voltage","unitOfMeasure":{"unit":"V"},"value":0.0}],"timestamp":"2024-02-29T13:00:05Z"}],"seqNo":9,"timestamp":"2024-02-29T13:00:04.947Z","transactionInfo":{"chargingState":"Idle","stoppedReason":"Local","transactionId":"380bcd27-d25c-4a88-9782-06a05ceb3a3a"},"triggerReason":"StopAuthorized"}]
2024-02-29T13:07:14.589Z	RES OUT	0	127.0.0.1:60903	[3,"95022805-5f3d-43ab-bf4d-cf728df6ca8c",{}]
2024-02-29T13:07:15.052Z	REQ IN	0	127.0.0.1:60903	[2,"40397c03-ae91-4fa0-806c-7eb56a0b1174","StatusNotification",{"connectorId":1,"connectorStatus":"Available","evseId":1,"timestamp":"2024-02-29T13:00:14.758Z"}]
2024-02-29T13:07:15.063Z	RES OUT	0	127.0.0.1:60903	[3,"40397c03-ae91-4fa0-806c-7eb56a0b1174",{}]
2024-02-29T13:07:15.548Z	REQ IN	0	127.0.0.1:60903	[2,"903519af-1a50-427d-9ff6-b8b54f185adf","StatusNotification",{"connectorId":1,"connectorStatus":"Available","evseId":2,"timestamp":"2024-02-29T13:00:21.697Z"}]
2024-02-29T13:07:15.565Z	RES OUT	0	127.0.0.1:60903	[3,"903519af-1a50-427d-9ff6-b8b54f185adf",{}]
2024-02-29T13:07:37.991Z	ERR IN	-	127.0.0.1:60903	xp99pjM13WQnt1EW2MtMY1v2zjrE53 => NotSupported
2024-02-29T13:08:08.116Z	REQ IN	0	127.0.0.1:60903	[2,"ba542efd-aec9-4648-8c16-c4876c746508","Heartbeat",{}]
2024-02-29T13:08:08.137Z	RES OUT	0	127.0.0.1:60903	[3,"ba542efd-aec9-4648-8c16-c4876c746508",{"currentTime":"2024-02-29T13:08:08.132Z"}]
2024-02-29T13:08:22.707Z	RES IN	0	127.0.0.1:60903	[3,"WG4U31Ub9M4hxn71K5r7M32253ACMK",{"getVariableResult":[{"attributeStatus":"Accepted","attributeValue":"30","component":{"name":"OCPPCommCtrlr"},"variable":{"name":"HeartbeatInterval"}}]}]
2024-02-29T13:08:26.563Z	RES IN	0	127.0.0.1:60903	[3,"2EC48868jh66UKWbEGh5E87889vU2j",{"getVariableResult":[{"attributeStatus":"Accepted","attributeValue":"30","component":{"name":"OCPPCommCtrlr"},"variable":{"name":"HeartbeatInterval"}}]}]
2024-02-29T13:08:30.746Z	RES IN	0	127.0.0.1:60903	[3,"x4t82E97MWhAbt65h6K3jhjKWxnW4v",{"setVariableResult":[{"attributeStatus":"Accepted","component":{"name":"OCPPCommCtrlr"},"variable":{"name":"HeartbeatInterval"}}]}]
2024-02-29T13:08:34.034Z	RES IN	0	127.0.0.1:60903	[3,"EUCtYdWh9GjtC3AUEWK9WdQ587Mn5v",{"getVariableResult":[{"attributeStatus":"Accepted","attributeValue":"10","component":{"name":"OCPPCommCtrlr"},"variable":{"name":"HeartbeatInterval"}}]}]
2024-02-29T13:08:44.116Z	REQ IN	0	127.0.0.1:60903	[2,"715d82e4-7c6e-47fb-b3b2-0b5cf2e9d4b1","Heartbeat",{}]
2024-02-29T13:08:44.126Z	RES OUT	0	127.0.0.1:60903	[3,"715d82e4-7c6e-47fb-b3b2-0b5cf2e9d4b1",{"currentTime":"2024-02-29T13:08:44.125Z"}]
2024-02-29T13:08:54.178Z	REQ IN	0	127.0.0.1:60903	[2,"322cbb26-5110-44f1-ab59-482c73e68997","Heartbeat",{}]
2024-02-29T13:08:54.188Z	RES OUT	0	127.0.0.1:60903	[3,"322cbb26-5110-44f1-ab59-482c73e68997",{"currentTime":"2024-02-29T13:08:54.187Z"}]
2024-02-29T13:09:04.277Z	REQ IN	0	127.0.0.1:60903	[2,"b2ad0c83-bb4c-484c-a53c-c91c29b0bf2f","Heartbeat",{}]
2024-02-29T13:09:04.287Z	RES OUT	0	127.0.0.1:60903	[3,"b2ad0c83-bb4c-484c-a53c-c91c29b0bf2f",{"currentTime":"2024-02-29T13:09:04.286Z"}]
2024-02-29T13:09:04.879Z	RES IN	0	127.0.0.1:60903	[3,"8765Q1zzvdE38W843SQ5b6Afb3Sn6t",{"setVariableResult":[{"attributeStatus":"Accepted","component":{"name":"OCPPCommCtrlr"},"variable":{"name":"HeartbeatInterval"}}]}]
2024-02-29T13:09:07.989Z	RES IN	0	127.0.0.1:60903	[3,"b84WbEWxp577tW7CpW3zbt3h5h822A",{"getVariableResult":[{"attributeStatus":"Accepted","attributeValue":"30","component":{"name":"OCPPCommCtrlr"},"variable":{"name":"HeartbeatInterval"}}]}]
2024-02-29T13:09:19.092Z	RES IN	0	127.0.0.1:60903	[3,"p2j5Ujp2x9QES7YA823jQ7Y9n57937",{"status":"Accepted"}]
2024-02-29T13:09:19.357Z	REQ IN	0	127.0.0.1:60903	[2,"99be0db1-f32a-4e0d-9501-a454b4b4dbc8","TransactionEvent",{"eventType":"Started","evse":{"connectorId":1,"id":1},"idToken":{"idToken":"aabbccdd","type":"ISO14443"},"meterValue":[{"sampledValue":[{"context":"Transaction.Begin","location":"Inlet","measurand":"Current.Import","phase":"L1","unitOfMeasure":{"unit":"A"},"value":0.0},{"context":"Transaction.Begin","location":"Inlet","measurand":"Current.Import","phase":"L2","unitOfMeasure":{"unit":"A"},"value":0.0},{"context":"Transaction.Begin","location":"Inlet","measurand":"Current.Import","phase":"L3","unitOfMeasure":{"unit":"A"},"value":0.0},{"context":"Transaction.Begin","location":"Outlet","measurand":"Current.Import","unitOfMeasure":{"unit":"A"},"value":0.0},{"context":"Transaction.Begin","location":"Outlet","measurand":"Current.Offered","unitOfMeasure":{"unit":"A"},"value":0.0},{"context":"Transaction.Begin","location":"Inlet","measurand":"Energy.Active.Import.Register","unitOfMeasure":{"unit":"Wh"},"value":0.0},{"context":"Transaction.Begin","location":"Outlet","measurand":"Energy.Active.Import.Register","unitOfMeasure":{"unit":"Wh"},"value":0.0},{"context":"Transaction.Begin","location":"Inlet","measurand":"Frequency","unitOfMeasure":{"unit":"Hz"},"value":50.0},{"context":"Transaction.Begin","location":"Outlet","measurand":"Power.Active.Import","unitOfMeasure":{"unit":"W"},"value":0.0},{"context":"Transaction.Begin","location":"Inlet","measurand":"Power.Factor","value":1.0},{"context":"Transaction.Begin","location":"Outlet","measurand":"Power.Offered","unitOfMeasure":{"unit":"W"},"value":0.0},{"context":"Transaction.Begin","location":"EV","measurand":"SoC","unitOfMeasure":{"unit":"Percent"},"value":0.0},{"context":"Transaction.Begin","location":"Inlet","measurand":"Voltage","phase":"L1","unitOfMeasure":{"unit":"V"},"value":230.0},{"context":"Transaction.Begin","location":"Inlet","measurand":"Voltage","phase":"L2","unitOfMeasure":{"unit":"V"},"value":230.0},{"context":"Transaction.Begin","location":"Inlet","measurand":"Voltage","phase":"L3","unitOfMeasure":{"unit":"V"},"value":230.0},{"context":"Transaction.Begin","location":"Outlet","measurand":"Voltage","unitOfMeasure":{"unit":"V"},"value":0.0}],"timestamp":"2024-02-29T13:09:18Z"}],"seqNo":0,"timestamp":"2024-02-29T13:09:18.75Z","transactionInfo":{"chargingState":"Idle","remoteStartId":1909657375,"transactionId":"b74119c0-81a4-4d99-ab35-14c2e1823fd7"},"triggerReason":"RemoteStart"}]
2024-02-29T13:09:19.369Z	RES OUT	0	127.0.0.1:60903	[3,"99be0db1-f32a-4e0d-9501-a454b4b4dbc8",{}]
2024-02-29T13:09:29.426Z	REQ IN	0	127.0.0.1:60903	[2,"e095bfef-2579-4e07-867b-08b06818532b","TransactionEvent",{"eventType":"Updated","evse":{"connectorId":1,"id":1},"meterValue":[{"sampledValue":[{"location":"Inlet","measurand":"Current.Import","phase":"L1","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Inlet","measurand":"Current.Import","phase":"L2","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Inlet","measurand":"Current.Import","phase":"L3","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Outlet","measurand":"Current.Import","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Outlet","measurand":"Current.Offered","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Inlet","measurand":"Energy.Active.Import.Register","unitOfMeasure":{"unit":"Wh"},"value":0.0},{"location":"Outlet","measurand":"Energy.Active.Import.Register","unitOfMeasure":{"unit":"Wh"},"value":0.0},{"location":"Inlet","measurand":"Frequency","unitOfMeasure":{"unit":"Hz"},"value":50.0},{"location":"Outlet","measurand":"Power.Active.Import","unitOfMeasure":{"unit":"W"},"value":0.0},{"location":"Inlet","measurand":"Power.Factor","value":1.0},{"location":"Outlet","measurand":"Power.Offered","unitOfMeasure":{"unit":"W"},"value":0.0},{"location":"EV","measurand":"SoC","unitOfMeasure":{"unit":"Percent"},"value":0.0},{"location":"Inlet","measurand":"Voltage","phase":"L1","unitOfMeasure":{"unit":"V"},"value":230.0},{"location":"Inlet","measurand":"Voltage","phase":"L2","unitOfMeasure":{"unit":"V"},"value":230.0},{"location":"Inlet","measurand":"Voltage","phase":"L3","unitOfMeasure":{"unit":"V"},"value":230.0},{"location":"Outlet","measurand":"Voltage","unitOfMeasure":{"unit":"V"},"value":0.0}],"timestamp":"2024-02-29T13:09:28Z"}],"seqNo":1,"timestamp":"2024-02-29T13:09:28.829Z","transactionInfo":{"chargingState":"Idle","transactionId":"b74119c0-81a4-4d99-ab35-14c2e1823fd7"},"triggerReason":"MeterValuePeriodic"}]
2024-02-29T13:09:29.437Z	RES OUT	0	127.0.0.1:60903	[3,"e095bfef-2579-4e07-867b-08b06818532b",{}]
2024-02-29T13:09:32.057Z	REQ IN	0	127.0.0.1:60903	[2,"af9d455c-da66-49c7-bb49-b44321f15334","StatusNotification",{"connectorId":1,"connectorStatus":"Occupied","evseId":1,"timestamp":"2024-02-29T13:09:31.688Z"}]
2024-02-29T13:09:32.067Z	RES OUT	0	127.0.0.1:60903	[3,"af9d455c-da66-49c7-bb49-b44321f15334",{}]
2024-02-29T13:09:32.445Z	REQ IN	0	127.0.0.1:60903	[2,"e0cc838d-be0b-4c27-a029-e36ded6a3666","TransactionEvent",{"eventType":"Updated","evse":{"connectorId":1,"id":1},"meterValue":[{"sampledValue":[{"location":"Inlet","measurand":"Current.Import","phase":"L1","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Inlet","measurand":"Current.Import","phase":"L2","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Inlet","measurand":"Current.Import","phase":"L3","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Outlet","measurand":"Current.Import","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Outlet","measurand":"Current.Offered","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Inlet","measurand":"Energy.Active.Import.Register","unitOfMeasure":{"unit":"Wh"},"value":0.0},{"location":"Outlet","measurand":"Energy.Active.Import.Register","unitOfMeasure":{"unit":"Wh"},"value":0.0},{"location":"Inlet","measurand":"Frequency","unitOfMeasure":{"unit":"Hz"},"value":50.0},{"location":"Outlet","measurand":"Power.Active.Import","unitOfMeasure":{"unit":"W"},"value":0.0},{"location":"Inlet","measurand":"Power.Factor","value":1.0},{"location":"Outlet","measurand":"Power.Offered","unitOfMeasure":{"unit":"W"},"value":0.0},{"location":"EV","measurand":"SoC","unitOfMeasure":{"unit":"Percent"},"value":0.0},{"location":"Inlet","measurand":"Voltage","phase":"L1","unitOfMeasure":{"unit":"V"},"value":230.0},{"location":"Inlet","measurand":"Voltage","phase":"L2","unitOfMeasure":{"unit":"V"},"value":230.0},{"location":"Inlet","measurand":"Voltage","phase":"L3","unitOfMeasure":{"unit":"V"},"value":230.0},{"location":"Outlet","measurand":"Voltage","unitOfMeasure":{"unit":"V"},"value":0.0}],"timestamp":"2024-02-29T13:09:31Z"}],"seqNo":2,"timestamp":"2024-02-29T13:09:31.588Z","transactionInfo":{"chargingState":"EVConnected","transactionId":"b74119c0-81a4-4d99-ab35-14c2e1823fd7"},"triggerReason":"ChargingStateChanged"}]
2024-02-29T13:09:32.457Z	RES OUT	0	127.0.0.1:60903	[3,"e0cc838d-be0b-4c27-a029-e36ded6a3666",{}]
2024-02-29T13:09:34.066Z	REQ IN	0	127.0.0.1:60903	[2,"586601d7-c30b-460c-b5ec-c598ca21088b","TransactionEvent",{"eventType":"Updated","evse":{"connectorId":1,"id":1},"meterValue":[{"sampledValue":[{"location":"Inlet","measurand":"Current.Import","phase":"L1","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Inlet","measurand":"Current.Import","phase":"L2","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Inlet","measurand":"Current.Import","phase":"L3","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Outlet","measurand":"Current.Import","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Outlet","measurand":"Current.Offered","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Inlet","measurand":"Energy.Active.Import.Register","unitOfMeasure":{"unit":"Wh"},"value":0.0},{"location":"Outlet","measurand":"Energy.Active.Import.Register","unitOfMeasure":{"unit":"Wh"},"value":0.0},{"location":"Inlet","measurand":"Frequency","unitOfMeasure":{"unit":"Hz"},"value":50.0},{"location":"Outlet","measurand":"Power.Active.Import","unitOfMeasure":{"unit":"W"},"value":0.0},{"location":"Inlet","measurand":"Power.Factor","value":1.0},{"location":"Outlet","measurand":"Power.Offered","unitOfMeasure":{"unit":"W"},"value":0.0},{"location":"EV","measurand":"SoC","unitOfMeasure":{"unit":"Percent"},"value":0.0},{"location":"Inlet","measurand":"Voltage","phase":"L1","unitOfMeasure":{"unit":"V"},"value":230.0},{"location":"Inlet","measurand":"Voltage","phase":"L2","unitOfMeasure":{"unit":"V"},"value":230.0},{"location":"Inlet","measurand":"Voltage","phase":"L3","unitOfMeasure":{"unit":"V"},"value":230.0},{"location":"Outlet","measurand":"Voltage","unitOfMeasure":{"unit":"V"},"value":0.0}],"timestamp":"2024-02-29T13:09:33Z"}],"seqNo":3,"timestamp":"2024-02-29T13:09:33.315Z","transactionInfo":{"chargingState":"Charging","transactionId":"b74119c0-81a4-4d99-ab35-14c2e1823fd7"},"triggerReason":"ChargingStateChanged"}]
2024-02-29T13:09:34.077Z	RES OUT	0	127.0.0.1:60903	[3,"586601d7-c30b-460c-b5ec-c598ca21088b",{}]
2024-02-29T13:09:34.595Z	ERR IN	-	127.0.0.1:60903	W11WM4fj5C8W3hM42r7p5CYMtt3EYr => NotSupported
2024-02-29T13:09:37.457Z	ERR IN	-	127.0.0.1:60903	12U7zvp1xM74KYpdvUQx7C47trQfYW => NotSupported
2024-02-29T13:09:39.529Z	REQ IN	0	127.0.0.1:60903	[2,"d9fe5b10-d028-43f0-b0d3-1fc8f8db416e","TransactionEvent",{"eventType":"Updated","evse":{"connectorId":1,"id":1},"meterValue":[{"sampledValue":[{"location":"Inlet","measurand":"Current.Import","phase":"L1","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Inlet","measurand":"Current.Import","phase":"L2","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Inlet","measurand":"Current.Import","phase":"L3","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Outlet","measurand":"Current.Import","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Outlet","measurand":"Current.Offered","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Inlet","measurand":"Energy.Active.Import.Register","unitOfMeasure":{"unit":"Wh"},"value":0.0},{"location":"Outlet","measurand":"Energy.Active.Import.Register","unitOfMeasure":{"unit":"Wh"},"value":0.0},{"location":"Inlet","measurand":"Frequency","unitOfMeasure":{"unit":"Hz"},"value":50.0},{"location":"Outlet","measurand":"Power.Active.Import","unitOfMeasure":{"unit":"W"},"value":0.0},{"location":"Inlet","measurand":"Power.Factor","value":1.0},{"location":"Outlet","measurand":"Power.Offered","unitOfMeasure":{"unit":"W"},"value":0.0},{"location":"EV","measurand":"SoC","unitOfMeasure":{"unit":"Percent"},"value":0.0},{"location":"Inlet","measurand":"Voltage","phase":"L1","unitOfMeasure":{"unit":"V"},"value":230.0},{"location":"Inlet","measurand":"Voltage","phase":"L2","unitOfMeasure":{"unit":"V"},"value":230.0},{"location":"Inlet","measurand":"Voltage","phase":"L3","unitOfMeasure":{"unit":"V"},"value":230.0},{"location":"Outlet","measurand":"Voltage","unitOfMeasure":{"unit":"V"},"value":0.0}],"timestamp":"2024-02-29T13:09:39Z"}],"seqNo":4,"timestamp":"2024-02-29T13:09:38.919Z","transactionInfo":{"chargingState":"Charging","transactionId":"b74119c0-81a4-4d99-ab35-14c2e1823fd7"},"triggerReason":"MeterValuePeriodic"}]
2024-02-29T13:09:39.540Z	RES OUT	0	127.0.0.1:60903	[3,"d9fe5b10-d028-43f0-b0d3-1fc8f8db416e",{}]
2024-02-29T13:09:49.636Z	REQ IN	0	127.0.0.1:60903	[2,"06c6aedf-71b7-4eb9-a08d-2d580695c807","TransactionEvent",{"eventType":"Updated","evse":{"connectorId":1,"id":1},"meterValue":[{"sampledValue":[{"location":"Inlet","measurand":"Current.Import","phase":"L1","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Inlet","measurand":"Current.Import","phase":"L2","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Inlet","measurand":"Current.Import","phase":"L3","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Outlet","measurand":"Current.Import","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Outlet","measurand":"Current.Offered","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Inlet","measurand":"Energy.Active.Import.Register","unitOfMeasure":{"unit":"Wh"},"value":0.0},{"location":"Outlet","measurand":"Energy.Active.Import.Register","unitOfMeasure":{"unit":"Wh"},"value":0.0},{"location":"Inlet","measurand":"Frequency","unitOfMeasure":{"unit":"Hz"},"value":50.0},{"location":"Outlet","measurand":"Power.Active.Import","unitOfMeasure":{"unit":"W"},"value":0.0},{"location":"Inlet","measurand":"Power.Factor","value":1.0},{"location":"Outlet","measurand":"Power.Offered","unitOfMeasure":{"unit":"W"},"value":0.0},{"location":"EV","measurand":"SoC","unitOfMeasure":{"unit":"Percent"},"value":0.0},{"location":"Inlet","measurand":"Voltage","phase":"L1","unitOfMeasure":{"unit":"V"},"value":230.0},{"location":"Inlet","measurand":"Voltage","phase":"L2","unitOfMeasure":{"unit":"V"},"value":230.0},{"location":"Inlet","measurand":"Voltage","phase":"L3","unitOfMeasure":{"unit":"V"},"value":230.0},{"location":"Outlet","measurand":"Voltage","unitOfMeasure":{"unit":"V"},"value":0.0}],"timestamp":"2024-02-29T13:09:49Z"}],"seqNo":5,"timestamp":"2024-02-29T13:09:49Z","transactionInfo":{"chargingState":"Charging","transactionId":"b74119c0-81a4-4d99-ab35-14c2e1823fd7"},"triggerReason":"MeterValuePeriodic"}]
2024-02-29T13:09:49.650Z	RES OUT	0	127.0.0.1:60903	[3,"06c6aedf-71b7-4eb9-a08d-2d580695c807",{}]
2024-02-29T13:09:56.948Z	ERR IN	-	127.0.0.1:60903	SjU29d85Qr4GMMjf9Q4Ennxj21GEC9 => NotSupported
2024-02-29T13:09:59.672Z	REQ IN	0	127.0.0.1:60903	[2,"91e4c25f-d960-41e4-8b41-cf68ddf65b94","TransactionEvent",{"eventType":"Updated","evse":{"connectorId":1,"id":1},"meterValue":[{"sampledValue":[{"location":"Inlet","measurand":"Current.Import","phase":"L1","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Inlet","measurand":"Current.Import","phase":"L2","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Inlet","measurand":"Current.Import","phase":"L3","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Outlet","measurand":"Current.Import","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Outlet","measurand":"Current.Offered","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Inlet","measurand":"Energy.Active.Import.Register","unitOfMeasure":{"unit":"Wh"},"value":0.0},{"location":"Outlet","measurand":"Energy.Active.Import.Register","unitOfMeasure":{"unit":"Wh"},"value":0.0},{"location":"Inlet","measurand":"Frequency","unitOfMeasure":{"unit":"Hz"},"value":50.0},{"location":"Outlet","measurand":"Power.Active.Import","unitOfMeasure":{"unit":"W"},"value":0.0},{"location":"Inlet","measurand":"Power.Factor","value":1.0},{"location":"Outlet","measurand":"Power.Offered","unitOfMeasure":{"unit":"W"},"value":0.0},{"location":"EV","measurand":"SoC","unitOfMeasure":{"unit":"Percent"},"value":0.0},{"location":"Inlet","measurand":"Voltage","phase":"L1","unitOfMeasure":{"unit":"V"},"value":230.0},{"location":"Inlet","measurand":"Voltage","phase":"L2","unitOfMeasure":{"unit":"V"},"value":230.0},{"location":"Inlet","measurand":"Voltage","phase":"L3","unitOfMeasure":{"unit":"V"},"value":230.0},{"location":"Outlet","measurand":"Voltage","unitOfMeasure":{"unit":"V"},"value":0.0}],"timestamp":"2024-02-29T13:09:59Z"}],"seqNo":6,"timestamp":"2024-02-29T13:09:59.016Z","transactionInfo":{"chargingState":"Charging","transactionId":"b74119c0-81a4-4d99-ab35-14c2e1823fd7"},"triggerReason":"MeterValuePeriodic"}]
